SK_ID_CURR,TARGET
100001.0,0.03784572705626488
100005.0,0.09031389653682709
100013.0,0.027990540489554405
100028.0,0.05815185606479645
100038.0,0.124220110476017
100042.0,0.0301419198513031
100057.0,0.017629476264119148
100065.0,0.041276007890701294
100066.0,0.009561358951032162
100067.0,0.06434192508459091
100074.0,0.06025879085063934
100090.0,0.04085681587457657
100091.0,0.15140430629253387
100092.0,0.08007485419511795
100106.0,0.11150285601615906
100107.0,0.13959014415740967
100109.0,0.0797828733921051
100117.0,0.02525925450026989
100128.0,0.08132509887218475
100141.0,0.026393726468086243
100150.0,0.020327210426330566
100168.0,0.009883028455078602
100169.0,0.0494399331510067
100170.0,0.047164436429739
100171.0,0.025266019627451897
100172.0,0.099437415599823
100184.0,0.054568562656641006
100187.0,0.053143177181482315
100212.0,0.1034754142165184
100222.0,0.05832919478416443
100223.0,0.013978609815239906
100232.0,0.0161061380058527
100241.0,0.2715892791748047
100245.0,0.021542910486459732
100253.0,0.03279690816998482
100256.0,0.06763355433940887
100271.0,0.011039997451007366
100278.0,0.41000330448150635
100280.0,0.02184215374290943
100306.0,0.19473080337047577
100311.0,0.14583732187747955
100312.0,0.02571086585521698
100330.0,0.11167050898075104
100331.0,0.02847854420542717
100352.0,0.128850519657135
100358.0,0.05469343811273575
100367.0,0.02502155303955078
100382.0,0.16314253211021423
100384.0,0.06025512143969536
100385.0,0.11079668998718262
100386.0,0.05109964683651924
100399.0,0.022694885730743408
100404.0,0.08726837486028671
100416.0,0.022455718368291855
100422.0,0.05395389348268509
100426.0,0.0289448294788599
100438.0,0.034324660897254944
100444.0,0.1414070427417755
100445.0,0.16346949338912964
100446.0,0.08656308054924011
100447.0,0.021555272862315178
100450.0,0.043706294149160385
100466.0,0.031341761350631714
100483.0,0.030347302556037903
100484.0,0.02689102664589882
100494.0,0.0872112438082695
100510.0,0.24533900618553162
100512.0,0.027548128738999367
100517.0,0.02287154644727707
100548.0,0.042132217437028885
100551.0,0.035699423402547836
100552.0,0.06977834552526474
100553.0,0.03990943357348442
100561.0,0.09503843635320663
100568.0,0.5637046098709106
100569.0,0.02994849905371666
100591.0,0.0458063930273056
100592.0,0.028817132115364075
100602.0,0.07728292793035507
100607.0,0.045177605003118515
100613.0,0.06930039077997208
100617.0,0.149277463555336
100618.0,0.08675246685743332
100622.0,0.0500144436955452
100625.0,0.14166226983070374
100677.0,0.18233823776245117
100699.0,0.04920297861099243
100702.0,0.3630826473236084
100711.0,0.07170124351978302
100729.0,0.13503845036029816
100740.0,0.22539122402668
100744.0,0.14961519837379456
100745.0,0.06180192902684212
100747.0,0.10638070851564407
100751.0,0.28650963306427
100752.0,0.04407374560832977
100753.0,0.1959051638841629
